,player_id,name,season,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,total_points,save_form,long_form,ict_form
1961,54,Heaton,2016/17,2,8,11,1.0,2.0,0.5,2.5,4.0,0.0,10,0.0,0.0,0.0
2683,73,Courtois,2016/17,2,4,14,0.0,2.0,2.0,2.0,2.0,0.0,2,0.0,0.0,0.0
3682,100,Hennessey,2016/17,2,19,7,0.0,1.0,1.0,0.0,2.0,0.0,3,0.0,0.0,0.0
4571,124,Stekelenburg,2016/17,2,5,9,2.0,2.0,1.0,0.0,3.0,0.0,2,0.0,0.0,0.0
5439,147,Jakupovic,2016/17,2,3,12,2.0,0.0,2.0,2.0,3.0,0.0,7,0.0,0.0,0.0
6122,165,Schmeichel,2016/17,2,15,13,0.0,0.0,0.0,0.0,2.0,0.0,8,0.0,0.0,0.0
6973,188,Mignolet,2016/17,2,11,8,2.0,1.0,2.5,0.5,7.0,0.0,1,0.0,0.0,0.0
8146,219,Caballero,2016/17,2,1,17,4.0,1.0,1.0,4.0,2.0,0.0,2,0.0,0.0,0.0
8975,242,de Gea,2016/17,2,2,16,2.0,0.0,0.0,1.0,2.0,0.0,6,0.0,0.0,0.0
10872,294,Forster,2016/17,2,16,2,0.0,2.0,1.0,0.0,2.0,0.0,2,0.0,0.0,0.0
11630,315,Given,2016/17,2,17,1,1.0,4.0,4.0,1.0,1.0,0.0,0,0.0,0.0,0.0
12518,339,Mannone,2016/17,2,18,6,2.0,0.0,2.0,0.0,2.0,0.0,1,0.0,0.0,0.0
13147,356,Fabianski,2016/17,2,12,3,0.0,2.0,2.0,2.0,8.0,0.0,1,0.0,0.0,0.0
14096,381,Vorm,2016/17,2,7,19,1.0,0.0,0.0,1.0,1.0,0.0,6,0.0,0.0,0.0
15060,407,Gomes,2016/17,2,14,4,2.0,0.0,2.0,2.0,4.0,0.0,1,0.0,0.0,0.0
15911,430,Foster,2016/17,2,9,5,2.0,2.0,0.0,1.0,10.0,0.0,2,0.0,0.0,0.0
16651,450,Adrián,2016/17,2,10,20,2.0,0.0,0.0,0.0,2.0,0.0,9,0.0,0.0,0.0
18157,490,Guzan,2016/17,2,6,18,0.0,2.0,0.0,2.0,0.0,0.0,3,0.0,0.0,0.0
38,2,Cech,2016/17,3,8,18,1.5,1.0,0.5,0.5,6.0,3.6666666666666665,4,3.333333333333333,0.0,2.233333333333333
1013,29,Boruc,2016/17,3,19,17,1.5,0.5,0.5,2.5,2.0,3.6666666666666665,7,2.6666666666666665,0.0,2.7
1962,54,Heaton,2016/17,3,13,2,0.0,0.5,1.0,1.5,10.0,5.666666666666668,3,6.0,0.0,4.0
2684,73,Courtois,2016/17,3,2,13,0.5,0.0,1.5,1.0,2.0,3.333333333333333,6,1.0,0.0,0.9
3756,102,Mandanda,2016/17,3,17,19,0.5,1.5,2.5,0.5,0.0,0.0,2,0.0,0.0,0.0
4572,124,Stekelenburg,2016/17,3,4,20,0.5,0.5,2.5,2.0,2.0,3.6666666666666665,6,2.333333333333333,0.0,1.9
5440,147,Jakupovic,2016/17,3,5,3,1.0,2.0,0.5,2.0,7.0,4.666666666666667,4,4.666666666666667,0.0,3.1
6123,165,Schmeichel,2016/17,3,9,14,1.0,1.0,0.5,1.0,8.0,3.6666666666666665,1,3.0,0.0,2.2666666666666666
6160,166,Zieler,2016/17,3,9,14,1.0,1.0,0.5,1.0,0.0,0.0,1,0.0,0.0,0.0
6974,188,Mignolet,2016/17,3,11,7,1.6666666666666667,1.0,2.0,0.5,1.0,3.6666666666666665,3,1.6666666666666667,0.0,2.033333333333333
8147,219,Caballero,2016/17,3,1,12,2.5,1.0,0.5,1.0,2.0,2.0,2,1.6666666666666667,0.0,1.6
8976,242,de Gea,2016/17,3,3,5,2.0,1.0,2.0,0.5,6.0,4.666666666666667,6,1.6666666666666667,0.0,1.4
10873,294,Forster,2016/17,3,15,16,0.5,1.0,2.5,0.5,2.0,2.0,2,1.3333333333333333,0.0,0.8333333333333334
11631,315,Given,2016/17,3,20,4,0.5,0.5,2.0,2.5,0.0,3.6666666666666665,10,3.6666666666666665,0.0,2.9
12556,340,Pickford,2016/17,3,16,15,1.0,0.5,0.5,2.5,0.0,0.0,4,0.0,0.0,0.0
13148,356,Fabianski,2016/17,3,14,9,1.0,1.0,1.0,0.5,1.0,6.333333333333332,10,3.0,0.0,2.733333333333333
14097,381,Vorm,2016/17,3,7,11,1.0,1.6666666666666667,0.5,2.0,6.0,3.0,2,2.0,0.0,1.8333333333333333
15061,407,Gomes,2016/17,3,18,8,1.0,1.5,0.5,0.5,1.0,2.333333333333333,2,4.0,0.0,2.2
15912,430,Foster,2016/17,3,10,6,1.0,1.5,1.0,0.5,2.0,6.0,6,3.6666666666666665,0.0,3.066666666666667
16652,450,Adrián,2016/17,3,12,1,1.0,2.5,1.0,0.5,9.0,4.333333333333333,2,4.0,0.0,2.5333333333333337
18158,490,Guzan,2016/17,3,6,10,1.5,1.0,0.5,1.0,3.0,0.0,6,0.0,0.0,0.0
39,2,Cech,2016/17,4,7,18,2.5,1.0,3.0,1.0,4.0,3.6666666666666665,1,4.0,0.0,2.2
1014,29,Boruc,2016/17,4,14,12,2.0,1.5,2.5,0.5,7.0,5.0,6,2.0,0.0,2.233333333333333
1963,54,Heaton,2016/17,4,15,8,1.0,2.5,1.3333333333333333,2.5,3.0,5.0,2,4.333333333333333,0.0,2.9
2685,73,Courtois,2016/17,4,2,13,1.0,1.0,2.0,1.5,6.0,2.6666666666666665,0,0.3333333333333333,0.0,0.4666666666666667
3757,102,Mandanda,2016/17,4,11,9,1.0,2.0,1.0,3.0,2.0,0.0,3,0.0,0.0,0.0
4573,124,Stekelenburg,2016/17,4,3,19,2.5,2.5,1.0,2.5,6.0,4.666666666666667,6,2.0,0.0,1.6999999999999995
5441,147,Jakupovic,2016/17,4,8,15,2.5,1.0,2.5,1.3333333333333333,4.0,4.333333333333333,2,3.6666666666666665,0.0,2.466666666666667
6124,165,Schmeichel,2016/17,4,16,6,1.0,4.0,2.5,1.0,1.0,3.6666666666666665,2,4.333333333333333,0.0,2.9
6975,188,Mignolet,2016/17,4,6,16,4.0,1.0,1.0,2.5,3.0,2.0,2,1.6666666666666667,0.0,1.3999999999999997
8977,242,de Gea,2016/17,4,4,1,1.5,3.0,1.0,1.0,6.0,4.666666666666667,2,2.333333333333333,0.0,2.0
10134,274,Valdés,2016/17,4,9,11,2.0,1.0,3.0,1.0,2.0,0.0,1,0.0,0.0,0.0
10874,294,Forster,2016/17,4,18,7,1.0,2.5,1.0,3.0,2.0,1.3333333333333333,0,1.3333333333333333,0.0,0.7999999999999999
11632,315,Given,2016/17,4,20,5,0.5,2.5,4.0,0.0,10.0,3.6666666666666665,1,4.666666666666667,0.0,3.866666666666666
12557,340,Pickford,2016/17,4,19,3,2.5,2.5,2.5,1.0,4.0,0.0,3,0.0,0.0,0.0
13149,356,Fabianski,2016/17,4,13,2,1.0,1.0,1.5,2.0,10.0,4.333333333333333,2,3.6666666666666665,0.0,3.4
14061,380,Lloris,2016/17,4,5,20,2.5,0.5,0.0,4.0,2.0,0.0,6,0.0,0.0,0.0
15062,407,Gomes,2016/17,4,10,17,2.5,1.5,2.5,0.5,2.0,1.3333333333333333,1,2.6666666666666665,0.0,1.8666666666666665
15913,430,Foster,2016/17,4,12,14,1.5,2.0,0.5,2.5,6.0,3.6666666666666665,3,3.6666666666666665,0.0,2.833333333333334
16653,450,Adrián,2016/17,4,17,10,1.5,2.5,0.5,2.5,2.0,4.0,1,4.0,0.0,2.5
20039,541,Bravo,2016/17,4,1,4,3.0,1.5,1.0,1.0,0.0,0.0,2,0.0,0.0,0.0
40,2,Cech,2016/17,5,4,12,2.333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,2.0,1,4.0,2.6,1.9666666666666663
1015,29,Boruc,2016/17,5,17,1,1.0,3.0,1.6666666666666667,0.3333333333333333,6.0,5.0,2,4.333333333333333,3.8,3.333333333333333
1964,54,Heaton,2016/17,5,16,11,0.0,1.6666666666666667,2.0,0.3333333333333333,2.0,2.333333333333333,2,4.0,4.2,2.8666666666666667
2686,73,Courtois,2016/17,5,5,6,0.3333333333333333,1.75,2.333333333333333,1.5,0.0,2.6666666666666665,2,1.0,2.4,1.0666666666666669
3758,102,Mandanda,2016/17,5,8,20,1.6666666666666667,0.6666666666666666,2.0,2.6666666666666665,3.0,2.6666666666666665,3,2.6666666666666665,0.0,2.0
4574,124,Stekelenburg,2016/17,5,2,13,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,6.0,3.6666666666666665,-1,1.0,3.2,0.8999999999999996
5442,147,Jakupovic,2016/17,5,12,4,1.6666666666666667,2.333333333333333,0.6666666666666666,1.3333333333333333,2.0,4.333333333333333,7,4.666666666666667,4.6,4.1000000000000005
6162,166,Zieler,2016/17,5,11,16,1.6666666666666667,0.0,0.3333333333333333,2.0,1.0,0.0,6,0.0,0.0,0.0
6976,188,Mignolet,2016/17,5,6,5,1.75,0.3333333333333333,1.5,2.333333333333333,2.0,2.6666666666666665,3,2.6666666666666665,3.2,2.1666666666666665
8978,242,de Gea,2016/17,5,7,9,1.6666666666666667,1.6666666666666667,2.333333333333333,0.6666666666666666,2.0,3.0,1,2.6666666666666665,3.4,2.066666666666667
10135,274,Valdés,2016/17,5,13,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.0,1.6666666666666667,2,1.6666666666666667,0.0,1.0333333333333334
10875,294,Forster,2016/17,5,14,15,1.6666666666666667,0.6666666666666666,2.0,2.0,0.0,3.0,7,1.3333333333333333,2.6,1.1
11633,315,Given,2016/17,5,20,8,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.0,1.0,4.0,1,5.0,2.6,3.9
12558,340,Pickford,2016/17,5,19,3,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,3.0,3.6666666666666665,4,6.666666666666668,0.0,4.266666666666667
13150,356,Fabianski,2016/17,5,15,14,0.6666666666666666,1.6666666666666667,2.0,2.0,2.0,5.0,3,4.666666666666667,4.8,3.8333333333333326
14062,380,Lloris,2016/17,5,3,19,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,6.0,4.666666666666667,6,2.0,0.0,1.8666666666666665
15063,407,Gomes,2016/17,5,9,7,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.333333333333333,1.0,1.6666666666666667,2,2.333333333333333,2.0,1.8666666666666665
15914,430,Foster,2016/17,5,10,18,1.0,1.0,2.0,2.0,3.0,3.6666666666666665,2,3.0,4.6,2.3666666666666667
16654,450,Adrián,2016/17,5,18,10,1.0,1.0,2.0,2.0,1.0,1.0,0,3.0,2.8,2.0
20040,541,Bravo,2016/17,5,1,17,3.0,1.0,0.3333333333333333,1.6666666666666667,2.0,0.0,6,0.0,0.0,0.0
41,2,Cech,2016/17,6,3,8,2.6666666666666665,1.0,2.333333333333333,1.3333333333333333,1.0,2.6666666666666665,6,2.6666666666666665,3.6,1.2999999999999998
1016,29,Boruc,2016/17,6,15,5,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,4.666666666666667,6,4.0,4.6,2.4333333333333336
1965,54,Heaton,2016/17,6,13,11,1.25,1.6666666666666667,1.0,2.0,2.0,3.6666666666666665,7,3.0,4.8,2.2
2687,73,Courtois,2016/17,6,8,3,1.0,2.6666666666666665,1.3333333333333333,2.333333333333333,2.0,1.0,1,1.6666666666666667,2.2,1.3333333333333337
3759,102,Mandanda,2016/17,6,7,20,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,3.0,2.333333333333333,1,2.6666666666666665,0.0,1.966666666666666
4575,124,Stekelenburg,2016/17,6,5,15,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,-1.0,2.333333333333333,2,0.6666666666666666,3.0,0.5999999999999996
6163,166,Zieler,2016/17,6,12,6,1.0,2.333333333333333,3.0,1.0,6.0,2.6666666666666665,1,1.6666666666666667,0.0,1.1333333333333335
7015,189,Karius,2016/17,6,4,14,4.5,1.6666666666666667,0.5,2.0,0.0,0.0,2,0.0,0.0,0.0
8979,242,de Gea,2016/17,6,6,12,2.333333333333333,1.0,1.0,3.0,1.0,1.6666666666666667,2,2.6666666666666665,3.4,1.9666666666666663
10136,274,Valdés,2016/17,6,16,2,1.6666666666666667,2.333333333333333,2.6666666666666665,0.3333333333333333,2.0,1.6666666666666667,2,2.6666666666666665,0.0,1.7666666666666666
10876,294,Forster,2016/17,6,9,18,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,7.0,4.333333333333333,6,1.0,3.4,1.0
12559,340,Pickford,2016/17,6,20,7,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,4.0,2.6666666666666665,1,5.0,0.0,3.9666666666666672
13151,356,Fabianski,2016/17,6,17,1,1.0,3.0,2.0,1.0,3.0,2.0,1,3.6666666666666665,3.4,2.5333333333333328
14063,380,Lloris,2016/17,6,2,16,2.333333333333333,1.6666666666666667,0.3333333333333333,2.6666666666666665,6.0,4.666666666666667,2,1.3333333333333333,0.0,1.5333333333333332
15064,407,Gomes,2016/17,6,11,13,1.6666666666666667,1.25,2.0,1.0,2.0,1.3333333333333333,1,1.6666666666666667,1.4,1.5
15915,430,Foster,2016/17,6,10,19,1.3333333333333333,0.6666666666666666,2.0,3.0,2.0,2.333333333333333,2,2.333333333333333,3.0,1.8666666666666671
16655,450,Adrián,2016/17,6,18,9,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,0.0,1.3333333333333333,3,4.0,3.0,3.0333333333333337
20041,541,Bravo,2016/17,6,1,17,3.0,1.0,1.0,2.0,6.0,3.6666666666666665,3,2.333333333333333,0.0,1.9
20491,554,Marshall,2016/17,6,14,4,1.6666666666666667,4.5,2.0,0.5,0.0,0.0,2,0.0,0.0,0.0
21178,574,Grant,2016/17,6,19,10,0.6666666666666666,1.3333333333333333,3.0,2.0,0.0,0.0,2,0.0,0.0,0.0
42,2,Cech,2016/17,7,3,14,2.0,1.0,1.0,1.0,6.0,4.333333333333333,6,1.3333333333333333,3.6,0.9
1017,29,Boruc,2016/17,7,13,11,1.25,1.5,1.5,0.75,6.0,3.333333333333333,2,5.0,4.6,3.1333333333333333
1966,54,Heaton,2016/17,7,14,3,1.0,2.0,1.0,1.0,7.0,3.6666666666666665,2,3.0,3.2,2.266666666666666
2688,73,Courtois,2016/17,7,7,15,0.75,1.5,2.0,0.75,1.0,3.333333333333333,7,2.6666666666666665,3.2,1.6333333333333335
3760,102,Mandanda,2016/17,7,8,5,1.5,1.25,0.75,1.75,1.0,2.0,2,2.0,2.2,1.5333333333333332
4576,124,Stekelenburg,2016/17,7,5,8,1.25,1.5,1.75,0.75,2.0,1.0,2,0.3333333333333333,3.0,0.3666666666666663
6127,165,Schmeichel,2016/17,7,12,10,1.25,1.5,0.5,0.75,2.0,4.0,9,4.666666666666667,4.4,3.3000000000000003
7016,189,Karius,2016/17,7,4,17,1.8,1.0,1.4,2.0,2.0,0.0,2,0.0,0.0,0.0
8980,242,de Gea,2016/17,7,6,19,2.0,0.75,1.0,2.25,2.0,2.0,3,3.0,2.8,1.6333333333333329
10137,274,Valdés,2016/17,7,16,18,1.25,0.75,1.0,2.0,2.0,2.0,2,2.333333333333333,1.8,1.5999999999999996
10877,294,Forster,2016/17,7,10,12,1.5,1.25,0.75,0.5,6.0,6.333333333333332,6,1.3333333333333333,4.2,1.1999999999999995
12560,340,Pickford,2016/17,7,20,9,1.5,0.75,0.75,2.0,1.0,3.6666666666666665,6,5.0,3.6,3.8333333333333344
13152,356,Fabianski,2016/17,7,17,4,1.0,1.8,2.0,1.4,1.0,2.0,2,3.6666666666666665,3.6,1.9333333333333325
14064,380,Lloris,2016/17,7,2,1,1.25,2.25,1.0,1.25,2.0,5.666666666666668,9,2.6666666666666665,5.0,2.3
15065,407,Gomes,2016/17,7,11,13,1.5,1.25,0.75,1.5,1.0,1.3333333333333333,1,1.0,1.4,1.2
15916,430,Foster,2016/17,7,9,20,0.75,1.5,2.0,0.75,2.0,2.0,2,1.6666666666666667,3.0,1.3333333333333337
16656,450,Adrián,2016/17,7,18,16,0.75,1.25,2.0,1.0,3.0,1.6666666666666667,2,3.0,1.6,2.766666666666667
20042,541,Bravo,2016/17,7,1,2,2.25,1.25,1.25,1.0,3.0,6.666666666666668,11,4.0,0.0,3.5666666666666664
20492,554,Marshall,2016/17,7,15,7,1.5,0.75,0.75,2.0,2.0,0.0,3,0.0,0.0,0.0
21179,574,Grant,2016/17,7,19,6,0.75,2.0,2.25,1.0,2.0,0.0,5,0.0,0.0,0.0
43,2,Cech,2016/17,8,2,19,2.75,1.0,2.25,2.25,6.0,4.666666666666667,2,2.333333333333333,3.2,2.0000000000000004
1018,29,Boruc,2016/17,8,11,16,2.75,1.5,1.5,1.75,2.0,3.6666666666666665,3,3.333333333333333,3.8,2.333333333333333
1967,54,Heaton,2016/17,8,14,8,0.3333333333333333,1.25,1.3333333333333333,1.75,2.0,4.666666666666667,5,5.333333333333333,3.6,3.866666666666666
2689,73,Courtois,2016/17,8,5,13,2.25,0.75,1.25,3.75,7.0,4.666666666666667,6,1.6666666666666667,3.2,0.7666666666666669
3761,102,Mandanda,2016/17,8,9,15,1.25,1.25,1.75,3.0,2.0,2.0,3,2.0,2.4,1.6666666666666663
4577,124,Stekelenburg,2016/17,8,6,1,1.5,2.5,0.75,0.5,2.0,7.0,17,2.6666666666666665,5.2,3.4
6128,165,Schmeichel,2016/17,8,13,5,0.75,2.25,3.75,1.25,9.0,4.333333333333333,2,5.333333333333333,4.4,3.333333333333334
7017,189,Karius,2016/17,8,4,7,3.0,1.25,0.3333333333333333,1.75,2.0,3.333333333333333,6,1.0,0.0,0.9
8981,242,de Gea,2016/17,8,7,4,1.25,3.0,1.75,0.3333333333333333,3.0,4.333333333333333,8,3.333333333333333,3.2,2.0333333333333328
10138,274,Valdés,2016/17,8,17,10,1.25,1.5,2.25,1.75,2.0,2.0,2,1.6666666666666667,1.8,1.333333333333333
10878,294,Forster,2016/17,8,8,14,1.25,0.3333333333333333,1.75,1.3333333333333333,6.0,4.666666666666667,2,0.3333333333333333,4.2,0.7999999999999997
12561,340,Pickford,2016/17,8,20,18,1.5,1.0,1.75,2.5,6.0,3.0,2,3.6666666666666665,3.2,2.600000000000001
13153,356,Fabianski,2016/17,8,19,2,1.0,2.75,2.25,2.25,2.0,1.6666666666666667,2,3.0,2.0,1.7333333333333325
14065,380,Lloris,2016/17,8,3,12,2.0,1.25,0.5,3.0,9.0,4.666666666666667,3,3.333333333333333,5.2,2.8333333333333326
15066,407,Gomes,2016/17,8,10,17,1.5,1.25,1.75,2.25,1.0,3.333333333333333,8,1.6666666666666667,2.6,1.6333333333333335
15917,430,Foster,2016/17,8,12,3,1.25,2.0,3.0,0.5,2.0,2.6666666666666665,4,3.0,2.6,2.0000000000000004
16657,450,Adrián,2016/17,8,15,9,1.25,1.25,3.0,1.75,2.0,4.333333333333333,8,3.333333333333333,2.8,2.9333333333333336
20043,541,Bravo,2016/17,8,1,6,2.5,1.5,0.5,0.75,11.0,5.333333333333333,2,3.6666666666666665,4.8,3.233333333333333
20493,554,Marshall,2016/17,8,16,11,1.5,2.75,1.75,1.5,3.0,1.6666666666666667,0,5.333333333333333,0.0,3.1666666666666665
21180,574,Grant,2016/17,8,18,20,1.0,1.5,2.5,1.75,5.0,4.333333333333333,6,3.6666666666666665,0.0,2.7000000000000006
44,2,Cech,2016/17,9,2,17,2.2,1.0,1.8,0.8,2.0,5.0,7,3.0,4.4,2.7
1019,29,Boruc,2016/17,9,10,5,2.2,1.6,1.2,0.4,3.0,4.333333333333333,8,4.0,4.2,2.566666666666667
1968,54,Heaton,2016/17,9,14,6,1.1666666666666667,1.4,1.0,1.2,5.0,3.6666666666666665,4,6.666666666666668,4.0,4.466666666666666
2690,73,Courtois,2016/17,9,4,7,1.8,1.0,1.0,1.4,6.0,6.666666666666668,7,2.6666666666666665,4.6,1.366666666666667
3762,102,Mandanda,2016/17,9,11,12,1.4,1.6,1.2,0.6,3.0,2.0,1,1.6666666666666667,2.0,1.2999999999999998
4578,124,Stekelenburg,2016/17,9,6,14,1.4,1.1666666666666667,1.2,1.0,17.0,6.666666666666668,1,3.0,4.2,3.466666666666667
6129,165,Schmeichel,2016/17,9,12,11,1.6,1.4,0.6,1.2,2.0,4.666666666666667,3,4.666666666666667,3.4,3.0333333333333337
7018,189,Karius,2016/17,9,3,13,2.75,0.6,0.25,2.0,6.0,3.333333333333333,2,1.0,0.0,0.9
8982,242,de Gea,2016/17,9,7,4,1.0,1.8,1.4,1.0,8.0,3.6666666666666665,0,3.333333333333333,2.8,2.0
10139,274,Valdés,2016/17,9,17,2,1.0,2.2,0.8,1.8,2.0,4.666666666666667,10,2.333333333333333,3.6,1.8666666666666665
10879,294,Forster,2016/17,9,8,1,1.4,2.2,1.2,0.6,2.0,3.0,1,1.0,4.4,1.2333333333333332
12562,340,Pickford,2016/17,9,20,15,1.4,0.6,1.8,2.0,2.0,3.333333333333333,2,4.0,3.0,2.400000000000001
13154,356,Fabianski,2016/17,9,19,9,0.8,1.4,1.8,1.8,2.0,3.333333333333333,6,3.333333333333333,2.8,1.8999999999999992
14066,380,Lloris,2016/17,9,5,10,1.6,2.2,0.4,1.2,3.0,6.0,6,3.333333333333333,5.2,2.7333333333333325
15067,407,Gomes,2016/17,9,9,19,1.4,0.8,1.8,1.8,8.0,6.0,9,2.6666666666666665,4.2,2.1333333333333333
15918,430,Foster,2016/17,9,13,3,0.6,2.75,2.0,0.25,4.0,2.6666666666666665,2,4.666666666666667,2.4,3.2000000000000006
16658,450,Adrián,2016/17,9,15,20,0.6,1.4,2.0,1.8,8.0,5.333333333333333,6,2.0,3.8,1.666666666666667
20044,541,Bravo,2016/17,9,1,8,2.2,1.4,0.6,1.2,2.0,5.0,2,2.6666666666666665,4.8,2.5
20494,554,Marshall,2016/17,9,18,16,1.4,1.0,1.8,2.0,0.0,1.6666666666666667,2,4.666666666666667,0.0,3.0333333333333337
21181,574,Grant,2016/17,9,16,18,1.0,1.4,2.0,1.8,6.0,5.666666666666668,6,3.6666666666666665,0.0,2.733333333333334
45,2,Cech,2016/17,10,2,20,2.4,1.6,1.2,0.6,7.0,3.333333333333333,1,2.6666666666666665,4.4,2.333333333333333
1020,29,Boruc,2016/17,10,10,15,1.0,1.4,1.6,1.8,8.0,4.0,1,2.6666666666666665,4.0,1.666666666666667
1969,54,Heaton,2016/17,10,14,8,0.25,1.6,1.0,0.8,4.0,6.666666666666668,11,9.666666666666666,5.8,6.466666666666666
2691,73,Courtois,2016/17,10,4,9,0.6,1.4,2.0,2.2,7.0,6.333333333333332,6,2.0,5.4,1.2666666666666668
3763,102,Mandanda,2016/17,10,13,3,1.4,2.1666666666666665,2.2,1.5,1.0,2.0,2,3.333333333333333,1.8,2.4
4541,123,Robles,2016/17,10,6,17,1.4,1.0,2.2,2.8,0.0,0.0,7,0.0,0.0,0.0
6130,165,Schmeichel,2016/17,10,11,5,0.8,1.2,3.2,1.0,3.0,2.6666666666666665,3,4.666666666666667,3.8,2.400000000000001
7019,189,Karius,2016/17,10,3,13,2.1666666666666665,1.4,1.5,2.2,2.0,3.333333333333333,2,1.6666666666666667,2.8,1.5666666666666669
8983,242,de Gea,2016/17,10,8,14,1.6,0.25,0.8,1.0,0.0,4.666666666666667,6,2.0,3.8,1.466666666666666
10140,274,Valdés,2016/17,10,15,10,1.4,1.0,1.8,1.6,10.0,6.0,6,2.6666666666666665,4.4,2.3666666666666667
10880,294,Forster,2016/17,10,9,4,1.4,0.6,2.2,2.0,1.0,1.6666666666666667,2,2.333333333333333,3.4,2.1
12563,340,Pickford,2016/17,10,20,2,1.6,2.4,0.6,1.2,2.0,1.6666666666666667,1,3.0,2.4,2.066666666666668
13155,356,Fabianski,2016/17,10,19,12,1.0,1.4,2.4,2.2,6.0,3.0,1,2.333333333333333,2.4,1.7666666666666655
14067,380,Lloris,2016/17,10,5,11,1.2,0.8,1.0,3.2,6.0,3.6666666666666665,2,1.3333333333333333,4.4,1.7666666666666655
15068,407,Gomes,2016/17,10,7,18,1.6,1.6,0.6,0.6,9.0,7.666666666666668,6,3.333333333333333,5.0,2.4
15919,430,Foster,2016/17,10,16,1,1.0,2.6,2.8,1.0,2.0,2.333333333333333,1,5.0,2.2,3.600000000000001
16659,450,Adrián,2016/17,10,17,6,1.0,1.4,2.8,2.2,6.0,5.333333333333333,2,3.0,4.2,2.1666666666666674
20045,541,Bravo,2016/17,10,1,16,2.6,1.0,1.0,2.8,2.0,3.333333333333333,6,1.0,4.8,0.8666666666666663
20495,554,Marshall,2016/17,10,18,7,1.6,1.6,0.6,0.6,2.0,1.3333333333333333,2,2.6666666666666665,1.8,2.433333333333334
